id,address,brokers,city,country,county,countyFIPS,dateAdded,dateUpdated,descriptions,domains,features,floorSizeValue,floorSizeUnit,geoLocation,imageURLs,keys,latitude,legalDescription,longitude,lotSizeValue,lotSizeUnit,mostRecentBrokerAgent,mostRecentBrokerCompany,mostRecentBrokerDateSeen,mostRecentPriceAmount.1,mostRecentPriceDomain.1,mostRecentPricePerSquareFoot,mostRecentPriceDate.1,mostRecentPriceFirstDateSeen.1,mostRecentStatus,mostRecentStatusDate,mostRecentStatusFirstDateSeen,mlsNumber,neighborhoods,numBathroom,numBedroom,numFloor,parking,people,postalCode,prices,propertyType,province,subdivision,sourceURLs,statuses,transactions,yearBuilt
street,according,off,grow,company,himself,508.22,2021-03-17,2023-04-05,need,star,leave,7501.58,2218.76,service,assume,us,72.682665,task,-91.171811,1434.25,5992.68,me,understand,2020-11-27,996806.9,659395.94,988971.66,2024-03-20,2023-07-22,shake,2022-02-05,2021-11-24,8,bill,8,9,9,what,security,itself,913408.42,least,method,there,any,spend,ever,2009
dinner,bank,past,seven,consumer,see,903.83,2020-10-10,2022-12-31,able,best,husband,2661.18,2783.74,yeah,enough,everything,54.084173,now,-37.03101,8584.57,5743.9,protect,lay,2025-05-29,683342.58,834938.85,673393.17,2022-12-06,2021-04-20,travel,2023-08-10,2023-08-27,7,thus,5,9,6,economy,quality,information,864953.05,federal,case,finally,raise,win,economic,1986
heavy,hour,bar,experience,hot,recognize,709.71,2022-12-25,2023-02-18,bag,degree,cost,202.89,980.56,song,exist,listen,56.505721,join,-64.574967,4766.85,7977.79,red,four,2023-07-19,741415.45,899758.91,878076.4,2023-04-21,2024-03-19,tell,2024-09-20,2025-04-22,5,design,9,2,10,account,weight,worker,432518.98,big,power,exactly,scientist,probably,factor,1934
suggest,white,trouble,state,relationship,program,102.69,2025-06-30,2021-11-20,range,bit,senior,4308.03,1951.14,build,smile,research,-48.837004,capital,106.60021,3728.25,1017.64,course,century,2021-09-03,968138.34,289324.89,973177.69,2024-11-14,2021-01-24,similar,2022-11-27,2021-12-25,5,interest,2,7,7,policy,interest,state,645247.45,coach,push,good,next,citizen,debate,1974
off,through,word,time,theory,Congress,488.46,2022-02-24,2023-11-19,think,add,gun,7002.66,9206.06,or,available,sound,-16.030936,television,-40.957768,3298.61,4976.28,interesting,buy,2023-03-10,240068.65,590778.97,382303.78,2022-11-05,2024-07-05,marriage,2020-09-13,2025-02-05,6,relationship,10,3,7,I,nothing,would,654932.79,resource,account,billion,modern,personal,writer,1995
think,determine,theory,instead,throw,administration,273.43,2022-08-04,2021-07-04,throw,question,five,5428.03,2814.96,loss,result,pretty,86.121185,thought,95.54013,530.04,3899.75,second,think,2024-08-24,359904.71,984448.43,37257.27,2023-12-11,2023-03-22,who,2023-09-08,2021-05-04,5,enjoy,9,7,9,down,different,great,134462.92,the,the,analysis,major,lose,a,1929
home,wonder,high,ready,floor,just,277.45,2022-04-04,2020-09-18,team,method,someone,8062.92,2018.0,poor,ready,business,87.65892,either,73.986064,6138.47,5765.92,radio,such,2020-12-12,245607.25,541233.9,110786.64,2023-01-16,2023-10-07,college,2021-03-26,2024-08-31,3,off,2,7,8,trade,west,bring,724695.87,through,participant,short,maintain,our,pick,2002
create,sort,live,parent,which,interest,111.91,2020-11-18,2024-03-27,car,news,career,1623.81,4194.73,into,remain,wife,-23.432718,raise,-23.443521,3771.85,9190.65,skin,they,2024-06-23,834549.21,532637.49,208763.21,2023-07-12,2025-02-24,recognize,2025-07-14,2021-04-30,10,ahead,9,10,9,simply,sort,chance,838046.85,enter,should,third,special,line,tree,1935
call,pretty,continue,catch,evening,the,518.55,2022-05-27,2021-09-16,information,low,add,803.7,8470.81,main,put,key,-76.343612,itself,-107.227127,3312.31,9974.73,particularly,behavior,2020-11-06,778155.59,637063.5,937841.17,2023-05-16,2023-05-30,need,2025-03-12,2023-11-15,10,class,7,7,10,establish,someone,fear,32107.15,simple,laugh,career,back,above,interview,2001
method,low,stay,of,look,tell,234.09,2025-01-17,2022-05-18,still,relate,firm,1543.65,5632.92,difficult,include,himself,-2.705531,upon,154.4257,7011.93,3556.05,worry,scene,2024-07-04,803841.12,849681.07,759520.92,2021-11-02,2025-06-30,end,2023-11-05,2024-11-16,1,high,3,3,3,worry,lot,avoid,307016.82,debate,issue,significant,career,arm,maintain,1935
sister,account,heart,involve,stage,small,366.59,2020-12-25,2023-04-20,per,top,for,4581.55,1488.86,amount,stop,reduce,58.261142,reality,86.720538,8151.99,1301.23,follow,share,2022-03-23,453144.24,853394.98,44568.05,2022-05-26,2023-04-15,kitchen,2023-04-16,2022-03-12,2,final,5,10,2,with,gun,grow,605738.08,carry,Mr,share,sell,him,nor,1927
case,maintain,financial,recent,believe,material,75.91,2023-08-31,2025-06-25,source,matter,measure,8606.59,9465.53,free,strategy,federal,-22.364361,strong,154.498953,87.41,4602.45,tend,drug,2024-12-26,635417.49,278550.42,189567.63,2024-03-10,2022-05-17,seek,2020-08-12,2022-07-15,4,drive,10,7,10,score,education,close,634534.73,commercial,onto,born,subject,quickly,admit,1927
foreign,hear,information,you,political,than,947.13,2021-04-27,2025-04-20,large,value,expect,5701.07,1348.88,doctor,budget,important,41.952211,writer,-37.202339,3420.41,4330.69,attention,star,2022-06-16,123133.94,96430.74,502668.66,2020-12-24,2025-05-28,foot,2021-02-12,2021-07-27,5,concern,5,3,7,finish,single,message,971034.16,official,return,star,reduce,interview,represent,2011
just,else,top,concern,man,international,549.83,2021-02-20,2023-09-08,figure,deal,any,6937.8,9496.15,actually,raise,those,-56.264135,population,-117.139287,5972.92,9090.38,sit,turn,2022-11-15,444019.02,586407.05,205905.59,2023-03-22,2025-03-01,serious,2024-12-28,2020-09-05,4,executive,1,8,5,some,major,conference,938630.4,TV,something,employee,artist,doctor,sport,2020
myself,democratic,red,positive,explain,Mr,882.25,2023-08-28,2024-08-07,among,how,item,8315.65,7716.36,ball,involve,station,15.070751,young,-11.679373,8657.92,570.57,police,house,2024-10-08,158538.77,61992.96,423606.66,2024-11-20,2025-04-28,start,2025-04-06,2024-10-04,3,enjoy,5,7,4,radio,far,party,827397.24,crime,collection,pattern,Mrs,without,one,1937
phone,wonder,stuff,people,everyone,point,422.49,2021-11-02,2022-09-23,address,development,treatment,8058.15,6181.86,move,pass,local,27.615296,our,-2.099746,5884.36,1793.5,one,cold,2024-01-09,549323.69,978165.36,934753.61,2023-12-21,2021-07-11,plan,2023-01-29,2020-10-22,1,imagine,5,10,9,beautiful,have,set,815315.85,decide,member,space,raise,stop,call,2021
full,word,usually,across,management,eight,723.79,2023-12-08,2022-06-04,newspaper,mention,four,5183.47,7529.52,defense,fall,determine,54.494313,marriage,51.746936,4448.5,6509.4,news,member,2023-05-02,801046.18,919292.67,988487.93,2023-04-11,2024-03-09,maintain,2022-01-06,2023-03-29,7,party,6,1,8,middle,wall,surface,116482.05,manager,evening,group,them,keep,half,1981
field,though,old,ability,however,her,418.98,2021-03-20,2021-07-22,me,expert,international,2551.43,67.06,we,respond,economy,-16.026665,group,-130.49511,1453.75,7709.08,like,reflect,2021-03-03,720892.94,185845.3,592255.27,2022-10-28,2020-11-22,hold,2020-11-14,2022-02-14,10,listen,7,3,6,past,marriage,affect,583889.21,mission,that,join,key,morning,occur,1971
walk,similar,suggest,across,soon,change,988.89,2021-03-30,2023-03-24,fill,view,three,4994.94,9711.22,movement,business,social,48.184992,break,-95.683429,9162.79,1928.23,after,easy,2021-09-18,823920.17,443582.8,385000.85,2022-03-27,2025-01-28,economic,2021-04-28,2020-12-18,9,whom,10,9,1,interest,guess,major,309876.16,Congress,citizen,capital,daughter,close,necessary,1950
far,follow,book,also,hold,five,766.45,2021-02-07,2023-06-26,increase,result,drop,342.36,7008.85,every,term,agree,31.131224,defense,127.260824,1608.06,4487.34,inside,option,2024-05-03,380656.98,563306.32,293684.0,2025-07-05,2023-02-18,loss,2021-07-11,2022-11-22,1,mother,9,9,10,test,you,church,907754.29,always,this,hospital,page,popular,level,1943
already,ok,industry,only,collection,national,592.75,2025-07-19,2020-10-01,even,sure,full,4206.42,8840.49,own,start,others,-10.443106,surface,65.951745,4216.52,9893.91,investment,toward,2022-11-05,345137.22,419841.79,614069.93,2022-07-15,2021-01-09,including,2023-08-19,2023-08-25,5,just,4,7,7,win,speak,act,343341.19,also,reveal,begin,local,cost,side,1968
responsibility,responsibility,occur,agency,stop,information,560.5,2024-10-16,2025-06-18,prevent,catch,wait,7534.98,9604.44,friend,growth,draw,-11.219041,behavior,122.418397,846.11,968.5,interesting,politics,2024-08-26,511161.74,785088.17,997591.41,2025-02-18,2022-04-08,than,2023-03-04,2020-11-16,6,send,10,3,8,student,summer,finally,422424.74,lead,sense,amount,brother,general,site,1938
talk,citizen,political,girl,brother,so,3.41,2021-01-14,2021-11-16,effect,decade,main,6688.16,9878.15,leader,grow,ground,6.866819,still,125.922649,723.02,6917.61,finally,security,2024-02-28,249126.54,225232.88,84577.19,2023-01-31,2023-11-19,begin,2022-07-20,2022-10-23,3,owner,1,6,5,president,third,easy,446839.23,reveal,whatever,morning,general,impact,sure,1937
effect,born,operation,start,no,plant,821.71,2024-06-24,2020-08-23,however,adult,several,5035.79,797.15,protect,news,simply,-21.175421,history,-167.215071,7726.78,5002.46,medical,news,2022-10-03,55268.9,628644.03,681823.75,2021-03-06,2022-07-01,another,2021-10-12,2023-02-20,10,people,7,2,6,arrive,thought,Republican,641373.98,parent,successful,by,management,camera,section,1903
ground,several,ball,develop,Democrat,American,411.24,2024-02-22,2022-01-05,just,situation,these,8985.48,8655.55,think,create,hospital,-88.273691,bed,172.941894,1937.55,7058.45,around,Mrs,2023-04-18,855850.51,216195.89,897778.2,2023-03-14,2023-03-03,difficult,2020-09-25,2020-10-18,7,while,4,7,1,between,amount,speech,392088.37,plan,clear,direction,pressure,buy,floor,1956
statement,road,series,western,section,figure,365.12,2020-08-13,2023-10-02,major,bag,mention,8856.42,6494.19,foreign,example,every,54.906037,adult,-148.5476,712.08,4208.48,include,they,2024-11-15,559291.29,380145.0,948594.8,2020-12-22,2021-04-06,center,2024-10-16,2023-11-24,8,rise,6,1,9,big,southern,purpose,430627.26,should,sense,attack,management,growth,away,1964
safe,outside,others,home,another,nearly,38.39,2025-05-29,2021-07-25,short,he,policy,2579.62,499.24,girl,any,attorney,35.47941,those,-49.493265,3042.44,3929.63,across,notice,2022-12-17,467289.6,268196.59,351955.33,2023-06-05,2022-02-01,position,2022-05-02,2023-05-02,4,court,3,3,7,happen,blood,cause,959267.77,heavy,eat,reflect,letter,candidate,draw,1958
under,consumer,loss,capital,then,idea,723.06,2020-12-31,2024-06-14,many,analysis,game,1828.05,1305.96,buy,increase,would,-19.280605,play,-62.743616,6749.35,7500.51,of,teacher,2025-05-11,60155.82,979762.81,588011.65,2024-08-28,2022-07-15,feeling,2023-11-07,2022-02-11,2,usually,10,10,7,night,recent,author,714752.17,return,point,small,according,analysis,open,1970
national,strategy,his,soldier,case,company,787.4,2022-04-18,2023-07-31,box,tax,away,3703.84,6957.6,choose,successful,Republican,84.651418,fire,47.172954,8978.5,6605.23,sign,half,2021-07-07,284100.6,481151.44,266243.5,2022-03-09,2022-10-14,face,2021-10-17,2024-10-08,10,campaign,4,1,9,baby,particular,even,969321.98,building,market,team,position,actually,fund,1915
these,father,yeah,prevent,expect,she,185.86,2024-07-24,2021-11-23,network,happen,let,5836.69,4023.9,course,and,happen,-5.887994,science,-78.886602,4487.43,6428.42,daughter,face,2023-01-28,504585.47,489764.46,171664.18,2022-04-09,2023-11-06,become,2022-08-03,2023-03-30,1,include,3,9,4,down,put,pressure,855429.96,worry,page,none,challenge,author,opportunity,1934
increase,age,physical,budget,represent,parent,117.89,2020-08-06,2023-06-10,expect,reach,cultural,8132.35,4056.35,protect,more,foreign,-75.432885,agency,157.308526,5186.22,1070.79,form,almost,2022-09-03,649731.73,90975.54,684669.39,2020-09-29,2022-11-18,west,2021-03-23,2023-02-07,8,manage,5,9,6,exist,investment,couple,749904.79,reveal,whatever,your,how,role,their,1953
approach,value,itself,act,school,sister,684.1,2023-01-05,2022-07-07,way,often,might,5040.71,6810.05,just,attack,necessary,-13.49441,catch,21.639656,4823.22,4425.2,increase,suggest,2022-07-03,571978.33,184236.11,869759.16,2022-01-24,2024-11-28,line,2024-09-27,2023-08-11,1,well,8,9,5,worry,find,condition,198837.92,talk,weight,individual,consumer,say,never,1988
successful,the,mother,peace,something,why,291.38,2020-12-27,2022-08-24,now,may,care,951.52,1808.91,their,light,even,-31.137398,main,-45.89699,5262.34,1545.34,nice,investment,2021-09-07,905699.55,569266.08,190114.94,2022-05-30,2021-03-22,onto,2023-01-18,2024-03-07,6,record,8,1,5,tonight,adult,system,445917.13,apply,become,others,oil,bring,tell,1956
return,require,religious,source,throw,difficult,232.57,2024-02-29,2023-01-17,dark,grow,thus,7179.1,1913.0,deep,newspaper,response,52.084045,over,67.424571,573.57,2494.64,along,million,2022-09-17,203655.54,450073.73,140612.28,2025-06-03,2024-05-26,company,2023-09-17,2023-07-11,5,state,6,3,8,group,information,and,340138.5,in,economic,have,less,other,whose,1958
eye,seat,town,goal,improve,about,317.93,2025-04-30,2025-03-06,fund,step,usually,4636.52,3404.23,enjoy,need,every,-78.864164,shoulder,-48.718601,3290.12,8996.07,increase,loss,2022-05-08,193138.49,492443.4,55755.46,2022-06-16,2025-05-12,lead,2025-02-18,2023-10-18,3,listen,9,8,2,become,available,second,552532.81,strategy,common,method,born,quickly,difference,1949
live,try,campaign,difference,big,production,511.36,2022-08-07,2022-06-27,foreign,to,cup,7189.9,8360.06,building,win,compare,16.466404,outside,145.24684,1583.75,8425.46,clearly,resource,2023-10-27,174599.66,630044.27,718623.02,2021-12-23,2022-01-30,American,2023-05-16,2024-06-06,7,threat,3,6,8,degree,civil,industry,28289.49,law,develop,fly,face,newspaper,room,1942
recognize,technology,environmental,election,officer,hold,568.53,2022-02-28,2023-02-04,decade,relate,thing,4759.96,8833.77,magazine,tonight,black,-34.401007,laugh,-49.668391,8759.07,5792.19,it,there,2024-03-01,106784.24,985295.12,249555.21,2022-06-12,2023-03-15,lawyer,2022-03-23,2024-05-12,5,walk,9,10,4,everyone,establish,this,438989.33,out,project,scene,control,Republican,air,1990
threat,society,research,whatever,keep,traditional,695.34,2021-04-03,2022-04-26,future,attorney,each,7932.9,6794.33,idea,good,pick,9.112785,daughter,-164.701344,8249.99,5305.01,cause,camera,2023-11-01,18359.24,795666.23,214378.41,2025-06-05,2024-08-25,sometimes,2020-09-22,2020-11-04,9,moment,9,7,8,let,response,two,73312.72,discover,offer,camera,write,almost,medical,1976
issue,society,call,speech,change,campaign,926.53,2022-03-17,2023-12-18,agent,relationship,hotel,9689.03,2778.26,nothing,worker,account,21.320919,standard,66.192696,3845.05,7676.79,build,for,2025-02-23,821209.45,339797.03,71681.8,2021-08-19,2025-05-05,no,2022-04-15,2025-01-08,9,she,6,9,10,modern,tough,might,23924.89,individual,reflect,road,apply,likely,establish,1952
claim,approach,specific,gun,leg,fact,357.86,2023-06-04,2024-09-30,teacher,huge,traditional,5259.74,9400.9,too,carry,air,47.52137,week,156.470922,3361.99,889.28,personal,improve,2021-11-01,906204.16,972892.46,603969.63,2023-01-29,2023-08-16,identify,2024-04-06,2022-05-05,9,three,4,5,5,analysis,last,air,477460.24,game,available,will,way,challenge,everyone,1908
hot,your,consider,wish,sport,door,177.19,2023-04-05,2020-11-17,record,with,evidence,9351.56,1021.1,hit,environmental,network,-87.998661,evening,-42.666923,9534.29,1261.22,both,television,2021-09-10,522463.45,725295.92,706138.93,2022-02-25,2022-07-26,well,2021-06-05,2023-02-23,5,take,1,5,5,wall,that,child,224462.97,add,phone,teacher,major,benefit,fall,1921
soon,town,bed,memory,specific,soldier,229.03,2022-08-22,2021-09-12,purpose,door,accept,6509.2,4431.69,debate,there,same,-3.890519,blood,-81.050859,3170.55,8857.22,sport,enjoy,2022-10-15,344857.89,942203.89,998257.22,2021-08-28,2022-04-30,enter,2022-07-07,2021-11-29,3,down,6,10,10,school,wish,price,856931.7,rock,cold,general,hard,instead,know,1926
more,nation,because,clearly,get,suggest,629.03,2020-08-13,2025-04-20,list,somebody,possible,5489.44,9707.46,art,our,fall,29.721673,table,-22.928257,2544.21,2697.11,personal,because,2025-03-30,857580.55,755546.96,506457.14,2021-04-27,2021-12-29,that,2022-10-14,2023-11-01,9,easy,6,8,4,which,reality,will,373196.0,scene,discuss,guy,wife,she,newspaper,1996
ground,soon,recent,station,past,college,74.96,2021-12-26,2022-10-05,between,if,note,4176.64,5373.33,already,still,area,-32.555041,moment,-164.071123,9184.58,7221.67,look,media,2022-09-09,759977.73,477043.18,679558.46,2022-10-31,2021-09-04,once,2022-01-02,2021-12-14,5,shake,4,3,9,building,food,for,655200.58,campaign,family,third,civil,tend,all,1980
such,dog,their,trouble,difficult,spring,381.64,2023-08-26,2023-01-07,threat,international,budget,9082.29,4190.0,family,try,organization,52.090661,for,-84.322831,1264.7,6111.82,myself,pass,2024-11-27,917729.89,252281.16,295426.24,2021-01-04,2023-03-14,side,2023-09-08,2024-08-28,5,party,6,7,2,six,suffer,start,583771.38,half,suggest,read,create,cell,I,2023
arrive,evening,claim,born,make,office,151.89,2025-05-21,2022-07-18,senior,task,goal,6086.92,3624.32,price,area,cost,68.149232,wear,-28.004441,3532.45,408.72,level,site,2023-06-01,543138.59,268851.34,22894.14,2023-04-08,2022-11-29,body,2020-12-07,2022-04-11,5,expert,4,5,8,trial,produce,car,210728.61,teacher,be,view,and,alone,treat,1970
expect,anything,wide,around,similar,party,512.62,2023-06-15,2025-02-21,from,quickly,billion,463.6,3446.81,argue,air,nearly,53.936864,want,-23.970003,742.41,9109.7,family,impact,2025-07-21,431875.85,330642.07,163574.09,2021-07-12,2025-01-19,behind,2023-11-07,2020-08-10,6,rock,5,10,7,watch,how,control,750114.8,attack,door,adult,response,artist,look,1981
impact,by,education,action,region,staff,268.59,2021-11-07,2025-07-18,indicate,artist,economy,1103.13,7345.72,learn,case,successful,18.151272,choice,66.840605,9198.46,9283.79,past,politics,2022-12-03,487674.38,670769.4,358606.86,2023-01-29,2020-10-15,girl,2025-02-20,2021-08-09,2,work,5,8,1,run,hospital,trip,244188.99,space,respond,leave,material,population,market,1951
build,product,teach,data,herself,other,651.18,2024-03-15,2021-07-26,Democrat,wish,century,9910.28,8648.46,former,two,hit,42.288981,close,9.987934,4851.58,5237.76,today,resource,2022-12-02,544648.43,102342.34,206883.69,2023-02-22,2021-01-13,than,2022-03-19,2023-12-06,4,including,4,9,1,of,follow,majority,767342.51,provide,lay,ok,debate,third,range,1902
detail,myself,form,here,between,sense,28.13,2021-01-14,2023-01-10,born,land,pattern,2479.03,1916.82,herself,everyone,nation,16.592755,firm,44.624242,8955.74,4828.78,my,note,2023-06-05,502274.06,566129.19,838698.59,2020-12-03,2024-02-25,agency,2021-01-15,2021-01-07,2,interview,7,9,5,technology,again,theory,783197.25,how,address,already,education,for,mother,1952
soldier,treat,Mrs,central,part,itself,732.06,2024-02-26,2022-04-05,stay,system,generation,3291.47,1995.69,easy,hope,its,68.268102,friend,-20.943975,1187.51,5480.44,or,law,2025-02-20,645646.44,583083.48,744588.71,2022-05-11,2024-12-05,save,2022-05-28,2022-06-20,7,bank,9,4,5,religious,as,yourself,499824.38,line,spend,blood,resource,strong,home,1937
sell,than,direction,near,as,company,816.77,2025-02-06,2021-01-30,develop,kind,practice,2961.51,3710.06,poor,house,energy,64.738576,anything,-101.956913,1610.28,1033.84,our,but,2024-11-26,503076.94,600572.24,920944.58,2022-04-20,2025-05-22,catch,2024-01-21,2024-09-09,8,little,3,8,7,rest,evidence,drive,148406.43,air,stay,democratic,our,here,interest,1938
even,condition,artist,option,together,pretty,942.7,2022-02-14,2025-01-06,science,or,remain,8749.21,6238.3,music,practice,size,-72.241242,tax,163.562595,4345.17,9647.1,sure,sort,2024-07-23,714621.86,686998.49,934609.26,2024-12-31,2024-11-09,little,2021-08-27,2025-03-04,9,test,1,9,5,quite,to,hard,407352.42,star,apply,remain,personal,every,major,1970
move,reach,newspaper,rest,usually,western,770.27,2024-05-21,2022-12-15,dinner,cultural,economy,5602.32,615.83,without,determine,safe,10.376592,forget,-25.925681,4017.8,7972.93,rather,rule,2020-11-23,830264.01,420322.05,992216.95,2022-02-19,2023-03-04,laugh,2025-02-14,2024-05-02,9,since,2,9,5,money,brother,country,163407.19,center,move,shoulder,stock,toward,structure,2002
notice,future,eight,travel,well,political,29.6,2022-05-27,2022-08-17,executive,season,animal,3234.68,5223.09,kitchen,truth,movement,24.062754,mind,62.037708,1620.14,5619.01,scientist,evening,2020-08-31,624454.13,669167.15,83994.51,2020-10-28,2023-09-19,high,2024-10-27,2022-07-20,10,must,10,6,2,total,add,health,271110.65,also,threat,reason,catch,future,method,2005
growth,after,newspaper,firm,sort,whom,609.37,2021-09-07,2023-11-02,see,necessary,heavy,4264.01,3268.99,law,soldier,tax,23.054386,break,83.452406,6026.45,737.19,let,citizen,2023-06-20,937404.2,448424.76,605243.73,2023-01-12,2023-12-05,expert,2024-09-19,2025-03-12,9,threat,3,6,5,if,them,vote,981450.24,life,late,high,before,play,seat,1900
listen,especially,center,seem,west,off,859.83,2023-07-06,2020-12-25,clear,according,hot,7854.62,9008.19,a,particular,discover,37.608289,fill,-53.470414,5250.65,3969.04,turn,reason,2022-05-18,147256.25,290026.13,140452.33,2023-07-02,2022-11-21,reality,2021-04-20,2023-09-02,1,ready,2,2,10,trouble,specific,apply,650208.98,where,reduce,computer,traditional,pressure,minute,1915
half,really,despite,force,cell,true,884.23,2022-02-15,2022-11-10,pass,fact,street,1156.16,2774.22,particular,brother,success,32.403279,artist,-69.544897,314.34,3598.44,view,accept,2023-04-24,435876.85,465268.97,746375.68,2025-02-01,2024-09-25,music,2023-04-13,2021-01-21,6,practice,4,4,1,sea,may,it,981966.52,event,college,establish,home,past,professional,1962
line,city,recognize,practice,eight,recent,399.29,2020-08-09,2020-08-14,scientist,board,major,374.68,6051.44,institution,form,find,68.92308,ago,113.463827,7428.96,3424.31,word,deal,2025-05-22,369823.92,113845.13,460500.48,2025-07-13,2023-08-08,policy,2024-04-13,2022-08-19,4,address,4,2,7,story,practice,thing,672274.27,plant,quality,truth,agency,debate,discussion,1957
other,leave,reach,your,Democrat,bring,971.25,2022-04-20,2025-02-04,serve,reveal,put,4679.77,1381.42,black,form,child,82.517617,least,125.053511,8966.62,6275.28,product,meet,2024-10-21,191926.16,340636.72,480633.06,2024-05-10,2025-05-19,feel,2023-09-20,2023-02-18,1,future,9,9,3,themselves,fine,there,855350.49,someone,law,capital,someone,describe,audience,2013
first,laugh,beautiful,offer,road,involve,614.41,2022-08-18,2021-01-13,recent,last,crime,3985.68,8010.34,side,identify,shake,-54.522195,second,163.717692,1107.26,4563.99,husband,specific,2022-12-26,537714.42,938943.48,298325.66,2021-08-03,2025-01-23,tell,2021-12-13,2024-03-27,6,walk,9,8,10,expect,meeting,whom,551467.11,increase,believe,fast,start,husband,environment,1903
item,religious,eye,record,financial,place,779.26,2021-09-20,2025-01-18,participant,today,require,9822.93,2344.75,question,clear,church,-68.070213,rather,177.202534,7687.63,8808.17,water,company,2024-02-14,281978.72,457892.61,259073.95,2022-01-07,2023-05-07,sister,2020-08-02,2023-02-11,3,after,6,1,3,point,part,debate,384216.92,house,outside,hospital,article,treat,major,1956
onto,from,wish,teach,interest,table,709.38,2021-04-28,2021-02-17,phone,single,money,940.02,2501.04,single,world,store,71.993698,rather,-104.984307,1787.38,9161.46,public,nor,2024-04-29,870199.19,660818.72,318553.9,2021-05-27,2025-03-19,she,2020-09-07,2024-07-19,7,analysis,5,3,7,realize,site,western,279409.3,born,movie,process,we,partner,thousand,2017
oil,clear,than,suffer,should,computer,477.58,2025-06-11,2024-01-23,indicate,majority,work,3548.51,7087.15,though,several,when,26.878494,ball,-154.07591,3248.61,1059.86,fill,war,2025-05-10,155911.1,350336.67,191014.03,2023-12-30,2022-09-05,friend,2025-02-25,2021-02-18,1,off,1,4,9,put,hold,analysis,122852.75,none,election,some,reach,difficult,view,1993
moment,though,two,skill,item,response,807.39,2021-12-29,2021-08-10,likely,article,do,2527.82,4024.51,education,international,low,-72.009107,better,57.227247,5808.81,3893.3,particularly,music,2022-05-26,424675.63,879089.31,372317.02,2021-01-20,2025-05-28,hard,2023-05-18,2023-09-10,4,center,9,7,1,three,message,affect,326532.64,wind,point,less,television,end,face,1981
imagine,agreement,market,capital,popular,everything,269.68,2021-06-01,2024-09-26,wide,alone,arm,4580.67,6849.32,parent,miss,learn,-75.548046,nor,-43.41592,1721.72,542.96,attorney,physical,2025-01-30,850672.7,885616.45,995784.17,2022-07-30,2021-03-13,perform,2022-03-30,2025-06-19,9,common,1,10,4,imagine,policy,shake,677101.82,thought,bill,move,conference,important,candidate,1952
suggest,cut,base,red,support,three,534.5,2021-02-03,2023-09-23,political,vote,green,9496.78,2471.35,mind,return,wait,69.414777,popular,100.924999,5728.3,1187.35,perform,father,2020-12-27,761841.57,276214.57,233609.83,2023-05-26,2022-08-04,because,2025-06-17,2022-01-20,4,unit,6,2,4,claim,behavior,loss,719087.01,one,tree,what,couple,meet,store,2007
human,central,Republican,sometimes,most,report,720.08,2020-10-13,2021-01-25,technology,message,development,5401.76,4375.22,cause,of,now,30.572692,modern,-91.393269,2730.98,363.42,day,when,2021-05-31,357801.45,747847.1,787698.49,2022-04-01,2024-12-08,message,2020-10-11,2020-10-26,9,opportunity,1,9,5,change,ready,themselves,291546.45,discussion,growth,address,nation,appear,sing,1920
decade,continue,collection,present,step,health,174.84,2020-12-20,2022-11-11,voice,color,charge,2084.82,1287.79,kid,market,thousand,57.475749,before,-122.739138,4908.05,7210.25,tax,power,2023-08-21,160921.34,444052.37,93898.14,2023-01-27,2020-09-01,PM,2022-02-24,2024-06-20,9,result,1,1,5,Mr,area,hard,111803.46,true,last,finally,future,use,usually,1954
great,exist,water,pattern,girl,role,318.27,2021-09-17,2022-08-12,trouble,new,young,9199.48,9811.84,often,offer,lawyer,8.363285,still,60.957519,8315.92,9909.91,team,high,2024-02-29,507032.7,653317.94,434588.86,2021-05-25,2022-08-21,bit,2024-07-07,2024-03-09,10,director,8,2,10,step,maybe,once,829246.29,begin,beyond,it,enter,fear,high,2019
everything,piece,network,goal,chance,partner,564.96,2022-07-25,2021-01-11,economic,page,above,7396.13,6655.89,himself,serious,his,29.524084,majority,-59.721306,6751.28,3172.48,foreign,build,2023-08-29,15389.83,149025.94,570799.94,2024-12-31,2022-02-24,summer,2021-06-25,2022-01-12,3,region,10,10,10,everyone,too,rule,471697.89,now,conference,property,last,example,worry,2014
system,bad,order,near,effort,enter,77.68,2024-03-16,2023-07-19,office,rest,nature,101.97,801.6,board,half,laugh,55.557464,city,-144.873361,6889.97,3495.31,officer,north,2023-07-21,571317.86,482603.11,897460.25,2025-03-08,2020-11-09,bill,2021-10-16,2022-06-05,8,seek,10,2,1,head,old,forget,902841.63,myself,attention,it,particular,son,tree,1946
although,describe,cut,reason,main,blue,702.47,2020-08-31,2025-04-30,eat,him,visit,9286.4,5327.99,wall,foot,call,-65.575816,toward,-75.449504,2624.02,5009.76,marriage,add,2023-07-25,834776.67,302369.0,973817.91,2023-12-28,2022-05-10,serious,2020-09-09,2024-08-03,10,three,5,10,2,claim,management,system,247443.24,protect,senior,board,son,on,light,2021
arm,its,phone,course,letter,mind,917.17,2025-05-17,2022-07-11,cultural,newspaper,behavior,4951.74,936.33,common,draw,various,31.185317,environment,-138.880919,9746.12,3911.28,seven,industry,2023-01-04,157360.38,365761.26,456561.76,2022-01-19,2024-05-07,nice,2021-08-26,2025-06-30,1,air,6,8,6,part,up,entire,256507.69,year,eat,white,experience,key,party,1935
